log2FoldChange	padj
101669	0.231578679375912	NA
185281	-1.20796337302299	0.0390194429862283
204932	-0.855154972279975	0.147690376837378
298468	0.261950826333911	NA
292216	0.261950826333911	NA
13893	0.374169191205147	NA
579924	0.324382593095637	NA
511006	0.324382593095637	NA
352449	0.138989206679929	NA
352215	-0.684690379762843	0.493089332671664
190984	0.261950826333911	NA
355246	-0.72622837705904	NA
355533	0.324382593095637	NA
16023	-0.131198371731313	NA
206178	0.261950826333911	NA
19747	0.324382593095637	NA
292039	0.324382593095637	NA
324283	-0.685879028206542	NA
292033	0.457127940293399	NA
25165	-0.217526409856851	0.689960793601678
17375	0.485456011113561	NA
231030	0.231578679375912	NA
315223	-0.116301424557915	NA
191306	0.23326615222164	NA
74465	0.329506895899076	NA
259097	-0.729355924791193	NA
106224	0.261950826333911	NA
74461	-1.093583925845	0.175771028426503
209578	0.620563810466964	NA
230528	0.172522293920375	NA
205678	0.503903724772776	NA
176312	0.294010446137638	NA
289449	0.324382593095637	NA
162201	0.324382593095637	NA
199006	-0.193631378036073	NA
16114	0.422667824697039	NA
209251	-0.141559827031824	0.923865283390573
306711	0.324382593095637	NA
348259	0.0561605081882686	NA
297133	0.170834385459914	NA
227285	0.388501832703091	NA
294448	0.294010446137638	NA
42680	0.324382593095637	NA
557450	-0.801231229967173	0.063420351969389
184729	-1.86304408198737	0.00213283828306908
233953	-0.0936604423271394	NA
204617	0.231578679375912	NA
166094	0.294010446137638	NA
130103	-0.158192317431373	NA
340517	0.324382593095637	NA
195470	0.261950826333911	NA
307536	0.0510386931059298	NA
512914	-0.588640924465523	NA
368029	0.324382593095637	NA
562962	0.294010446137638	NA
322604	0.324382593095637	NA
320156	-0.423761265150396	NA
270505	0.116904993700706	NA
166896	-0.0736698563089127	0.971344569241611
191109	0.324382593095637	NA
423742	0.206274082340141	NA
309773	0.170834385459914	NA
581021	0.267016667826255	NA
167430	0.0441160069819203	NA
102506	1.20174541215383	0.551270647632348
173917	0.179691053349288	NA
186277	0.133901582319917	NA
321822	0.261950826333911	NA
209196	-0.898393137746185	0.223583975303577
358447	0.294010446137638	NA
520734	0.324382593095637	NA
455503	0.261950826333911	NA
192672	0.324382593095637	NA
459896	1.42849084781475	NA
345104	-0.729709093675947	0.284229907122271
380392	0.261950826333911	NA
573969	0.339709771016507	NA
271563	0.789025498506546	NA
400559	0.324382593095637	NA
106698	0.267016956682127	NA
301405	0.324382593095637	NA
295243	0.261950826333911	NA
203592	0.312496727848092	0.907139169771382
203590	-1.30411494539719	0.00998282857857374
77371	0.327757538787093	NA
315779	0.294010446137638	NA
469824	-0.342436651833809	NA
315575	-0.773790244390381	0.566717018607204
195294	0.261950826333911	NA
20595	0.455084664425094	NA
304489	0.231578679375912	NA
211903	-0.751667432832836	0.139618696006088
470761	-1.30320266406148	0.298236098579837
203843	0.234954712692255	NA
264826	0.261950826333911	NA
528380	0.430837685632697	NA
133467	0.356442212899364	NA
363159	0.261950826333911	NA
295422	-1.23716744869447	0.238693106729489
360229	0.110090091543916	NA
86468	0.120953426196405	NA
542934	0.294010446137638	NA
186640	0.263638299179639	NA
512682	0.261950826333911	NA
203209	0.234956775014173	NA
291161	0.23326615222164	NA
208751	-0.278243244034824	NA
543088	0.231578679375912	NA
291890	0.725842385044474	NA
176895	0.263638299179639	NA
68657	0.324382593095637	NA
319197	0.36396420271955	NA
325738	-0.668757864637566	0.410908205282035
191809	0.23326615222164	NA
146557	0.261950826333911	NA
211013	0.297385391829094	NA
176544	0.394810722915681	0.808901107363997
518873	-1.07553426755658	0.316267374841662
414628	0.261950826333911	NA
205987	0.261950826333911	NA
543718	0.324382593095637	NA
357877	-1.01840976882818	0.594417293074098
569158	-0.406619324823385	NA
180927	0.202894143105343	NA
45919	0.261950826333911	NA
290787	0.356442212899364	NA
50208	0.324382593095637	NA
72999	0.324382593095637	NA
302377	0.0965748512910105	NA
179807	-0.108111946012165	0.899700494899082
538796	0.329676494574488	NA
169961	-0.191942661231768	NA
189862	0.324382593095637	NA
291090	-0.48545259734378	0.608837348117784
7151	0.263638299179639	NA
183564	0.324382593095637	NA
546436	0.324382593095637	NA
365676	0.324382593095637	NA
18759	0.261950826333911	NA
470382	-0.689666807595457	0.322316566843095
584439	0.324382593095637	NA
337465	0.231578679375912	NA
111232	0.324382593095637	NA
338681	0.0544128193356838	NA
186081	0.0797185551232997	NA
262304	0.501794900252691	NA
283193	0.295697918983366	NA
177848	0.263638299179639	NA
300629	-1.16945711399394	0.113295029178859
50448	0.698614103185075	0.477108048768864
356051	-0.998183669756664	0.301843701107274
550814	-0.000881996200728715	0.998849291116103
206611	0.183704316561522	NA
556244	0.261950826333911	NA
38129	-0.873123081759841	0.417731548484132
471141	0.265325772025367	NA
207580	0.326070065941365	NA
83175	0.143837184193371	NA
563047	0.079717944585917	NA
217410	0.324382593095637	NA
217417	0.324382593095637	NA
185651	0.324382593095637	NA
590169	0.0914430100686257	0.956407070410285
144395	0.715426240265541	NA
3861	0.653670699393282	NA
306062	0.324382593095637	NA
361312	0.294010446137638	NA
360574	1.70253142980403	0.322316566843095
352352	0.420500483495711	NA
245596	0.261950826333911	NA
327476	0.261950826333911	NA
50842	0.324382593095637	NA
187021	0.261950826333911	NA
77781	-0.522001275284051	NA
180216	-0.481712940878094	NA
3918	0.324382593095637	NA
563363	0.392296732367411	NA
331820	-0.554279345339272	0.417731548484132
196105	-1.10469686147682	0.0487687267732575
6733	0.356442212899364	NA
357658	0.294010446137638	NA
235127	0.532156167309324	NA
337083	0.265326248079598	NA
155236	0.231578679375912	NA
581201	-0.222312952479461	NA
493391	0.359879041413215	NA
180450	-1.63389550399768	0.139618696006088
276135	0.324382593095637	NA
556936	0.202894005263641	NA
162032	0.110090091543916	NA
55854	0.261950826333911	NA
16766	0.261950826333911	NA
56320	0.476066230861529	NA
220653	0.324382593095637	NA
358858	0.202894005263642	NA
575933	0.390251745466196	NA
92942	-0.0670803716668929	NA
130773	0.324382593095637	NA
77675	0.231578679375912	NA
300384	0.208023765198508	NA
310301	0.214104081808059	NA
350052	0.358129685745092	NA
249174	0.104979703287203	0.937515258914539
262452	0.261950826333911	NA
181189	0.261950826333911	NA
581933	0.420624012696354	NA
214549	0.55028833614254	NA
150661	0.40862453956317	NA
296377	0.359879775492287	NA
97627	0.170834385459914	NA
325254	0.261950826333911	NA
261500	0.261950826333911	NA
351880	0.231578679375912	NA
208029	0.140462238501915	NA
186869	0.11893388585077	NA
470812	0.0986455534208326	NA
259130	-0.843434273535401	NA
231310	0.191955223654945	NA
248759	0.294010446137638	NA
204620	-0.124040387008586	NA
552251	0.356442212899364	NA
2394	0.231578679375912	NA
24916	-0.756799510614457	NA
326403	0.636640253352959	NA
588534	0.358129685745092	NA
196812	0.261950826333911	NA
205531	0.321531663543076	NA
260741	0.294010446137638	NA
350447	0.329510252128924	NA
21213	-0.0496439464558913	NA
49616	1.77599669445885	0.175771028426503
103407	0.261950826333911	NA
278423	0.174212596000168	NA
290974	0.201206532417913	NA
470973	-0.611762735529019	0.228346008067227
2173	1.06360891296789	NA
553486	0.291020954960342	NA
2176	0.170834385459914	NA
41628	0.23326615222164	NA
4965	0.361925685533428	NA
349130	0.324382593095637	NA
290375	0.261950826333911	NA
113261	0.324382593095637	NA
512239	0.170834385459914	NA
587510	0.261950826333911	NA
49274	-0.3956422583042	0.374150043305854
1931	0.356442212899364	NA
91008	0.23326615222164	NA
216607	0.492123460213465	NA
157470	0.261950826333911	NA
301410	0.294010446137638	NA
301415	-0.036708224708894	NA
338991	0.388501832703091	NA
198523	0.261950826333911	NA
78223	0.356442212899364	NA
436032	0.231578679375912	NA
198528	0.0865297317859654	NA
21698	-0.77297306700398	NA
570110	-1.33790000449625	0.144491412650681
45604	0.406591334099579	NA
77449	0.143837184193371	NA
295652	0.261950826333911	NA
187767	-0.905975002326735	NA
14227	1.3517085548129	0.0446072994920029
198251	0.326070065941365	NA
196581	0.507480703226303	NA
291937	0.261950826333911	NA
193230	0.294010446137638	NA
470150	0.436618424084846	NA
513742	0.261950826333911	NA
329443	-0.918804423645507	0.328784437095894
113865	-1.64428974956541	0.149815293678209
261022	-0.0492937278682144	NA
352427	0.326070065941365	NA
252508	-0.983639153736741	0.126332977167225
571220	-0.413954161829194	0.59205022524729
299135	0.179681410460548	NA
13125	0.261950826333911	NA
146564	0.11894484743249	NA
157566	-0.722942919475931	0.149815293678209
179655	-0.574486687937758	0.417353611645112
291844	-0.684553086367376	NA
178529	0.274894568988462	NA
441329	-0.0400831704003502	NA
336905	0.261950826333911	NA
415631	0.261950826333911	NA
311684	0.170834385459914	NA
191900	0.324382593095637	NA
187612	-0.246572970979401	0.892326513066943
316326	0.261950826333911	NA
298548	0.147274022814243	NA
299042	0.261950826333911	NA
197765	0.261950826333911	NA
290559	0.263638299179639	NA
174624	0.236646301133045	NA
174625	0.172521858305642	NA
174620	0.170834385459914	NA
182190	-1.26277367891857	0.00747483119635927
525378	0.23326615222164	NA
546227	0.234957093276385	NA
237324	-0.737718967307148	0.251589123530179
237323	0.123030826127869	NA
470392	-0.493973175551478	0.614474306824399
190914	0.261950826333911	NA
339743	0.388501832703091	NA
304523	0.716540724109338	NA
294869	0.231578679375912	NA
179903	-1.01725379802938	0.165360006197318
179905	0.324382593095637	NA
184136	0.265325811079124	NA
109334	0.231578679375912	NA
300890	0.261950826333911	NA
279179	0.261950826333911	NA
186456	-0.127994652120298	0.873148568249216
368412	0.261950826333911	NA
205846	0.231578679375912	NA
552238	0.263638299179639	NA
216554	0.610721192733178	0.560027399359538
313823	0.261950826333911	NA
268327	-1.75782869702905	0.410908205282035
182994	-0.5050768307078	0.376863519746038
560141	0.517872133676065	NA
114950	0.231578679375912	NA
563485	0.261950826333911	NA
303036	0.201206532417913	NA
188238	0.294010446137638	NA
188588	0.0905933230382316	NA
154802	0.517871235201583	NA
545018	0.0814054174316452	NA
580521	0.324382593095637	NA
181519	0.331553452117295	NA
197199	0.453039970194959	NA
27633	0.324382593095637	NA
258785	0.261950826333911	NA
305841	0.324382593095637	NA
352182	0.358129685745092	NA
302812	0.324382593095637	NA
189725	-0.0369976605850396	NA
248563	0.191890715440426	NA
534168	0.324382593095637	NA
223351	0.137775354454495	NA
150250	0.201206532417913	NA
193452	0.261950826333911	NA
259306	0.581812026873479	NA
589923	0.139248254139958	NA
193297	0.246531958616525	NA
306647	0.519916190645614	NA
469482	-1.22481093253127	NA
93158	0.554376683011859	NA
334508	NA	NA
258099	0.183732025435919	NA
181468	0.234953625067368	NA
3852	0.268763285205029	NA
587696	0.324382593095637	NA
241170	1.3832544450065	0.322316566843095
177841	0.261950826333911	NA
181244	0.231578679375912	NA
165690	0.231578679375912	NA
183914	0.261950826333911	NA
92034	0.140462238501915	NA
14179	0.299134750384937	NA
131364	0.324382593095637	NA
192071	-0.612320536395779	0.126513491855467
286716	0.261950826333911	NA
140398	0.324382593095637	NA
25695	0.324382593095637	NA
288950	0.324382593095637	NA
195730	0.324382593095637	NA
196007	0.110093068169449	NA
359533	0.261950826333911	NA
181649	0.201206532417913	NA
287666	0.443091053833144	NA
276742	-0.792597718990753	NA
181882	-0.740943534764195	0.224618465399074
277612	-0.273065967606532	NA
292302	0.261950826333911	NA
312780	0.326070065941365	NA
266800	0	NA
332860	-0.481968839866766	0.636912987026529
500699	0.324382593095637	NA
563164	0.261950826333911	NA
277985	0.326070065941365	NA
261516	0.261950826333911	NA
183824	0.396371618509146	NA
183822	0.261950826333911	NA
292941	0.294010446137638	NA
470805	0.932585805061738	0.21211703186669
470807	0.76568444930968	0.689960793601678
262735	0.354500794872142	NA
389566	0.324382593095637	NA
311308	0.294010446137638	NA
351639	0.201206532417913	NA
182512	-0.819209769743724	0.149815293678209
268332	-0.841010907160645	0.322316566843095
165851	0.388501832703091	NA
200337	0.324382593095637	NA
203762	-0.0268054629582426	NA
293546	0.261950826333911	NA
166635	0.201206532417913	NA
199739	0.261950826333911	NA
195173	0.420623332441493	NA
290894	0.261950826333911	NA
301561	-0.0207161141702528	NA
297804	0.324382593095637	NA
176386	0.116905064347861	NA
211254	0.201206532417913	NA
236261	1.04371675999415	NA
301364	0.0804392299185117	NA
560704	0.261950826333911	NA
514694	0.170834385459914	NA
204121	0.321766270905679	NA
244707	0.888474169791789	NA
176144	0.140462452463885	NA
327291	0.327757538787093	NA
233848	0.238395964620173	NA
340684	-0.0666590424113951	0.982692003564734
329703	0.23326615222164	NA
205304	-1.22971368586528	0.0516301116032218
555009	0.324382593095637	NA
211458	0.274875617991352	NA
9555	0.356442212899364	NA
104447	0.294010446137638	NA
104780	-1.44863354918997	0.0487687267732575
199421	0.356442212899364	NA
14036	0.102466110816616	NA
210811	0.388501832703091	NA
193852	0.359879721699825	NA
353009	0.201206532417913	NA
469800	-1.02253479899996	0.182878755832756
332126	0.324382593095637	NA
299231	0.261950826333911	NA
193509	0.324382593095637	NA
254175	0.303223138128071	NA
245117	-0.0974487252661046	NA
362539	0.178120521258345	0.862553816048796
209103	0.326070065941365	NA
179228	0.206276136829081	NA
589530	0.261950826333911	NA
346275	0.231578679375912	NA
301772	0.231578679375912	NA
236884	0.356442212899364	NA
455671	0.295697918983366	NA
519677	0.324382593095637	NA
158370	0.552332471311931	NA
302037	0.261950826333911	NA
176336	0.294010446137638	NA
469972	-0.208873955186884	0.808901107363997
176334	0.263638299179639	NA
237138	-0.520021530767566	0.417731548484132
437135	0.263638299179639	NA
193868	0.236646257413284	NA
237133	-0.497198925611456	NA
509971	0.261950826333911	NA
171399	0.261950826333911	NA
108436	0.261950826333911	NA
15141	-0.188566545115216	NA
334663	0.261950826333911	NA
178512	-0.0991341891191802	NA
319666	0.388501832703091	NA
470239	-0.407859209409996	0.624933869628345
343761	0.261950826333911	NA
332584	0.294010446137638	NA
298553	0.263638299179639	NA
194439	0.324382593095637	NA
311471	NA	NA
264585	0.263638299179639	NA
103120	0.326070065941365	NA
20310	0.0306522835231241	NA
31735	0.261950826333911	NA
164660	NA	NA
370431	-0.704905863419956	0.432440452498216
370433	0.201206532417913	NA
296257	-0.220627404455854	NA
292387	0.324382593095637	NA
302545	0.324382593095637	NA
178994	0.123407481870272	NA
296496	0.01337010213664	NA
107009	0.777285012113086	NA
175922	-0.097448105863528	NA
243860	0.519916190645614	NA
26896	0.324382593095637	NA
519457	0.324382593095637	NA
218720	0.110090091543916	NA
340995	0.0992743298098864	NA
263074	0.261950826333911	NA
72820	0.324382593095637	NA
114946	1.14603480844735	NA
23757	-0.370294451385802	NA
266777	0.142149711347643	NA
185187	-0.64847261039617	0.566717018607204
229348	-0.0632933481644691	NA
266771	0.204581478109369	NA
327452	0.294010446137638	NA
299441	1.11250213783812	NA
184211	0.358129685745092	NA
529292	-1.64458826778933	0.0252192220780031
365327	0.231578679375912	NA
196932	0.111780748382544	NA
195926	0.893425668596244	0.022610686428639
9838	0.263638299179639	NA
6473	0.23326615222164	NA
15366	0.517872133676066	NA
79234	0.170834385459914	NA
549499	-0.593907909669104	NA
248516	0.261950826333911	NA
213045	0.640187411502832	NA
248514	0.261950826333911	NA
309966	0.263638299179639	NA
288212	0.294010446137638	NA
196167	0.142150416604689	NA
136238	0.324382593095637	NA
131571	0.111777564389644	NA
193448	0.263638299179639	NA
74655	0.263638299179639	NA
278873	-0.181016399108103	NA
529857	0.294010446137638	NA
177392	0.261950826333911	NA
308167	0.324382593095637	NA
428237	0.358129685745092	NA
312461	0.265699918954059	NA
541602	0.170834385459914	NA
224539	0.324382593095637	NA
17538	0.101285014435509	NA
180304	0.261950826333911	NA
358872	0.261950826333911	NA
235071	0.115160173488858	NA
287655	0.231578679375912	NA
551781	0.641926693270831	NA
139407	0.263638299179639	NA
209524	0.261950826333911	NA
431304	0.324382593095637	NA
266198	0.201206532417913	NA
189047	0.145531438917931	NA
300568	-0.00049831684774169	NA
292310	0.261950826333911	NA
215543	0.23326615222164	NA
181892	-0.0367011869682853	NA
177772	0.161531093716477	NA
581662	0.261950826333911	NA
89574	0.324382593095637	NA
348514	1.27689324898532	0.184495714804108
428705	0.374091262169395	NA
310222	-1.87581714593516	0.178354723620687
497935	-0.615123759940399	0.471792237833518
231376	0.261950826333911	NA
189310	-0.578380145511236	0.325010327681926
13430	0.324382593095637	NA
348863	0.201206532417913	NA
101433	0.142153063580294	NA
172603	-0.150587277679728	NA
117121	0.324382593095637	NA
82283	-0.0308920980369133	NA
292551	0.356442212899364	NA
101672	0.519916190645614	NA
46159	0.896539355539733	0.614474306824399
321628	0.324382593095637	NA
186999	0.261950826333911	NA
2375	0	NA
177179	0.23326615222164	NA
193662	0.231578679375912	NA
2370	0.356442212899364	NA
326464	0.324382593095637	NA
510233	0.201206532417913	NA
358449	0.172522349757108	NA
247556	0.261950826333911	NA
294254	0.268769174749944	NA
350910	0.361925570876363	NA
10302	0.261950826333911	NA
227369	-0.18681705327079	NA
407754	-0.473088579606825	NA
99351	0.326070065941365	NA
350467	0.294010446137638	NA
336217	0.263638299179639	NA
531329	0.147277182480491	NA
258626	0.23326615222164	NA
337187	-0.619526345104027	NA
218121	0.324382593095637	NA
578799	-0.059209366212985	0.971344569241611
162184	0.324382593095637	NA
270355	0.0622573903469352	NA
178146	0.0814054174316452	NA
320030	0.202894005263641	NA
99826	0.684042844888405	NA
104793	0.261950826333911	NA
14023	0.261950826333911	NA
517331	0.0682622559596368	0.987974538272808
333426	0.261950826333911	NA
203788	-0.298022424795903	0.690828411456905
294639	NA	NA
236480	0.445307981587779	NA
158660	-0.423454801584398	0.413202362657131
172274	-0.712470742376333	NA
531436	0.272832271985936	NA
566658	0.779812139058256	NA
163696	0.201206532417913	NA
192536	0.0725186891931071	NA
362015	0.261950826333911	NA
337299	0.265325772025367	NA
367068	0.155450444682495	NA
235858	0.295697918983366	NA
350865	0.358129685745092	NA
470139	0.378872586137799	0.606082415008788
274455	-0.218937107060826	NA
71685	-0.377614422697667	0.551270647632348
195999	-0.317498571043655	0.7610226394467
285937	0.263638299179639	NA
299115	0.261950826333911	NA
174738	0.151332415937535	NA
194672	0.265325772025367	NA
14156	0.155688022077989	NA
14157	0.359879041413215	NA
469903	0.261950826333911	NA
278758	0.358129685745092	NA
355503	0.424711720118397	NA
58295	0.231578679375912	NA
58296	0.263638299179639	NA
146502	0.356442212899364	NA
71202	0.23326615222164	NA
92430	0.261950826333911	NA
157547	1.03879300725728	NA
291684	0.23326615222164	NA
147100	-0.292520226799648	NA
555555	0.327757538787093	NA
132892	0.231578679375912	NA
517044	0.356442212899364	NA
302128	0.261950826333911	NA
291045	0.517872133676066	NA
353618	0.324382593095637	NA
306107	0.430778447319603	NA
219733	0.170834385459914	NA
322505	0.324382593095637	NA
198270	0.231578679375912	NA
525354	0.410693535432292	NA
327592	0.261950826333911	NA
261434	0.261950826333911	NA
174194	-0.378138686703739	0.622529490717585
72147	0.324382593095637	NA
24370	0.140462238501915	NA
168595	0.261950826333911	NA
33833	0.409015289673278	NA
187121	-0.814252202166577	0.395627298142723
522135	0.172521858305642	NA
306249	0.231578679375912	NA
331116	-0.0991386746719621	NA
156433	0.324382593095637	NA
302239	0.358129685745092	NA
193067	0.410396360011041	NA
268730	0.324382593095637	NA
183487	0.324382593095637	NA
213870	0.478570108125738	NA
322219	0.114216124348755	NA
137353	0.227777119915934	0.911516621746248
591439	-0.458617360471195	NA
242651	0.356442212899364	NA
114970	NA	NA
234488	0.268764124467241	NA
144720	0.261950826333911	NA
34466	0.356442212899364	NA
162018	0.202894005263641	NA
540230	-1.60155186172303	0.33501843259374
361324	0.294010446137638	NA
289622	0.236644570505231	NA
126315	0.396375761968992	NA
35735	0.261950826333911	NA
109771	-0.0653265856043884	NA
327933	0.261950826333911	NA
308774	-0.191938120917102	NA
9822	0.261950826333911	NA
150878	0.201206532417913	NA
184209	0.331552929957046	NA
184208	NA	NA
31573	0.0987490784478631	NA
27071	-0.6877744980938	0.343846328767498
187010	-0.599228876487348	0.265687961841441
187014	0.265325772025367	NA
279026	0.356442212899364	NA
556126	-0.474281949496649	NA
205290	-0.254375671952071	NA
175981	0.294010446137638	NA
288756	0.625424292103718	NA
230534	-0.331050699761561	NA
398138	0.324382593095637	NA
156052	0.34584869852227	NA
151013	0.261950826333911	NA
319438	-0.916936745400884	0.0911382748984178
245707	0.29867120060618	NA
188077	0.263638299179639	NA
214009	-0.633231727083992	0.333300354834861
212503	-1.26452879208835	0.00907695371765447
570930	0.140462238501915	NA
3947	0.390251186927355	NA
192252	-0.135844260106779	NA
511044	1.00265315221985	0.455452465395449
344329	0.261950826333911	NA
189272	0.295697918983366	NA
533168	0.295697918983366	NA
231752	0.157487124303808	NA
522353	0.0885742242199254	NA
114284	0.0544082161651027	NA
320855	0.140462238501915	NA
180468	0.231578679375912	NA
358809	0.113469749283175	NA
181226	0.388501832703091	NA
227953	0.704085819922525	0.322316566843095
287645	0.231578679375912	NA
151870	0.0493457976279188	NA
184670	0.261950826333911	NA
12343	0.324382593095637	NA
130706	0.420624012696353	NA
573305	-0.126071364586697	NA
253301	-0.914696195631465	0.59205022524729
56510	0.324382593095637	NA
114591	-0.0234051519436545	NA
315982	-0.158452826015408	0.899700494899082
593598	0.208024661794249	NA
306758	0.388501832703091	NA
294851	0.261950826333911	NA
580270	0.324382593095637	NA
190872	0.295697918983366	NA
86458	1.18939937534985	0.0912447538191987
369416	0.261950826333911	NA
21823	0.55028833614254	NA
82812	0.261950826333911	NA
181139	-0.218935841494992	NA
182533	0.0435066644018076	0.992354559217371
167588	0.231578679375912	NA
182539	-1.05496129397773	0.0517857183937392
150451	0.42471228655425	NA
234887	0.0830928902773736	NA
303877	-1.10538539890449	0.0542213490429763
292569	0.261950826333911	NA
544801	0.234956652146581	NA
322991	-0.0721427902040773	NA
307574	0.455084285021875	NA
27160	0.426755697184315	NA
227372	0.324382593095637	NA
124309	0.0847818023145501	NA
294246	0.994422623415541	NA
510080	-2.23071954434759	0.0390194429862283
547913	0.00549611940656323	NA
186233	0.083099309435719	NA
191389	0.324382593095637	NA
162427	0.294010446137638	NA
254376	0.294010446137638	NA
199622	0.23326615222164	NA
552928	0.487499988178816	NA
235998	0.261950826333911	NA
204782	0.265325772025367	NA
329728	0.588833874520503	NA
329503	0.261950826333911	NA
299214	0.324382593095637	NA
343362	0.0830992981993842	NA
513605	0.17420933115137	NA
295754	0.27080703381144	NA
325403	0.997469408948755	NA
95168	0.647537406094884	NA
176297	0.294010446137638	NA
521927	0.388501832703091	NA
191476	0.267016702596703	NA
20799	-1.30263184909056	NA
294626	0.267013244871095	NA
301956	-0.467659309650232	0.868966899768911
33112	0.299140571177161	NA
237208	0.356442212899364	NA
167365	0.437726523413095	NA
380753	0.422667824697039	NA
319681	0.295697918983366	NA
17598	0.231578679375912	NA
149199	0.261950826333911	NA
212878	-0.2952267856813	0.689960793601678
320115	0.140462238501915	NA
236623	0.31139031562784	NA
185961	-0.442494826361047	0.622529490717585
162048	0.23326615222164	NA
53470	-0.00633422121422666	NA
578588	0.23326615222164	NA
146190	0.157491805729731	NA
587142	0.317482275925918	NA
113349	0.327757538787093	NA
332077	-1.1662531902606	0.301191477991823
353110	0.651626197593939	NA
39644	0.231578679375912	NA
180864	1.25598562365752	NA
14163	0.225189273997426	NA
567604	0.23326615222164	NA
469918	-0.737189234277842	0.462513587721653
106166	0.324382593095637	NA
199293	-0.514808123133894	0.241650920993422
142675	0.324382593095637	NA
182034	0.261950826333911	NA
298451	0.294010446137638	NA
336002	0.204581478109369	NA
157083	0.455083865615979	NA
114821	-0.501677182915644	0.509640224681836
232434	0.0257904713210548	NA
544392	0.201206532417913	NA
470219	0.303223082975215	NA
272076	0.420624012696353	NA
288295	0.324382593095637	NA
469868	0.326070065941365	NA
564649	-1.19904309304923	NA
352733	0.295697918983366	NA
298533	-0.175951892373866	0.937515258914539
108747	-0.733619394934916	0.417353611645112
274533	0.140462238501915	NA
179681	0.324382593095637	NA
540710	0.231578679375912	NA
197710	0.261950826333911	NA
288565	0.324382593095637	NA
470451	1.35449861603015	0.184875315464937
164603	0	NA
86757	0.175898582519672	NA
142216	0.295697918983366	NA
182810	0.175901869128227	NA
184163	-0.0167568580211111	NA
327583	0.172521858305642	NA
175907	-1.38446935956107	0.091565166478128
288588	-0.923920900593062	NA
296901	0.261950826333911	NA
289087	1.18083669142562	NA
328825	0.261950826333911	NA
264496	0.0189736506699195	NA
360408	0.324382593095637	NA
259132	0.261950826333911	NA
565606	0.388501832703091	NA
178970	0.39229567919912	NA
344780	0.294010446137638	NA
363997	0.324382593095637	NA
471185	NA	NA
534193	0.347854923551148	NA
72807	0.358129685745092	NA
17854	NA	NA
368422	0.172522111821	NA
234273	-0.370197979583517	NA
242626	0.324382593095637	NA
204625	-1.43597364882737	0.184495714804108
243487	0.261950826333911	NA
111135	-0.129510832885126	NA
193314	0.110090091543916	NA
217109	0.231578679375912	NA
111712	0.261950826333911	NA
361864	0.170834385459914	NA
100412	0.23326615222164	NA
291470	0.170834385459914	NA
173245	-1.25873061860011	NA
169255	0.261950826333911	NA
151006	0.388501832703091	NA
208843	-0.556382201324444	NA
127309	-1.12600028949572	0.0487687267732575
296583	0.140462238501915	NA
180070	0.331552209127976	NA
166869	-0.0113984962880792	NA
177404	0.201206532417913	NA
339191	0.23326615222164	NA
36226	0.0189746400062397	NA
301803	0.324382593095637	NA
136526	0.294010446137638	NA
237991	0.388501832703091	NA
203620	-1.48179247351377	0.0407222099821103
136529	0.267018743346484	NA
312940	0.356442212899364	NA
145887	0.295697918983366	NA
205618	-0.581307332118686	0.33501843259374
355146	0.261950826333911	NA
19191	0.033885863891934	NA
389371	0.170834385459914	NA
145889	-0.72069157894193	NA
11214	0.0797179445859174	NA
100258	0.368055463160981	NA
73998	-0.0991399914706198	NA
230618	0.261950826333911	NA
234054	0.265325772025367	NA
92349	0.297385391829094	NA
234724	0.111777564389644	NA
214725	0.202894176438903	NA
127545	0.265325772025367	NA
354387	0.331552986568085	NA
177359	-0.00458170596273917	NA
32988	0.261950826333911	NA
177351	-0.165915174565202	NA
577153	-0.167907696954251	NA
200879	0.324382593095637	NA
22425	0.263638299179639	NA
109014	-0.798125854351193	0.241650920993422
205022	0.324382593095637	NA
215855	0.261950826333911	NA
155341	0.365987551059394	NA
344025	0.231578679375912	NA
227412	0.263638299179639	NA
303082	0.261950826333911	NA
197817	0.295697918983366	NA
349216	-0.932935182917899	0.091565166478128
550364	0.301181175823302	NA
187802	0.204582564633019	NA
297458	0.23326615222164	NA
372529	0.294010446137638	NA
16182	0.356442212899364	NA
184778	-0.903203282607569	NA
241415	0.110090091543916	NA
297182	0.324382593095637	NA
332814	0.231578679375912	NA
266244	0.324382593095637	NA
198914	0.261950826333911	NA
293516	0.324382593095637	NA
345319	-0.673770473206104	0.265687961841441
560314	0.261950826333911	NA
244287	0.324382593095637	NA
304183	0.356442212899364	NA
200309	1.07817470078043	NA
82260	-0.459604034092165	NA
277228	0.263638299179639	NA
240095	0.261950826333911	NA
261777	0.324382593095637	NA
240271	0.0804653298468131	NA
366752	0.294010446137638	NA
293221	0.201206532417913	NA
352885	0.261950826333911	NA
523577	0.261950826333911	NA
176115	-1.25168062103303	0.0953606352704276
358493	0.261950826333911	NA
320055	0.301179551574316	NA
204176	-0.13489988912236	NA
172296	0.0797190409816408	NA
294439	0.261950826333911	NA
386765	0.261950826333911	NA
204197	0.837250962706761	0.29832064706418
70628	0.621250000018038	NA
426016	0.261950826333911	NA
58127	0.324382593095637	NA
295210	-0.156443549292247	NA
305121	0.261950826333911	NA
113167	0.712370488584755	NA
301247	0.261950826333911	NA
302598	0.244497639067574	NA
523404	0.236641097913096	NA
190467	-1.18996953001267	0.0230951617208604
190464	0.265325772025367	NA
185951	-0.0532891482327783	NA
173874	-0.477347691857476	NA
